actor_id,name,birthYear
nm11573585,Lia Nekrasova,
nm11573602,Irina Titova,
nm1157394,Monica Carpanese,
nm11574971,Mike Nevin,
nm11574972,Nick Surette,
nm11574973,Jesse Martin,
nm11574974,Sai Boddupalli,
nm11574975,Rich Grasso,
nm11574976,Samuel Ogoe,
nm11575114,Leo Lozano,
nm11575115,Johnny,
nm11575116,Romeo,
nm11575117,Abdul,
nm11575118,Jairo,
nm11575119,Enrique,
nm11575120,Sabor Suave,
nm11575121,Krys Mstch,
nm11575245,Olga Ladna,
nm11575246,Tima Ladniy,
nm11575250,Svitlana Savytska,
nm11575251,Daniel Smalin,
nm11575323,Nathan Hubble,
nm11575703,Sun Yajun,
nm11575704,Zongru Yang,
nm11575735,Zeng Xiaoyu,
nm11575737,Brandon Bogle,
nm11575875,Emily Asaro,
nm11575948,Gwen Lacher,
nm11576071,Zahra Naderifar,
nm11576373,Anita Stixrud,
nm11576374,Hakeem Lo,
nm11576375,Genesis Newsome,
nm11576376,June,
nm11576377,Adejah Samuels,
nm11576640,Talia Valentin,
nm11576804,Quenisha Awasri,
nm11576805,Senna Bellod,
nm11576806,Lizet Greve,
nm11577033,Rinoshun,
nm11577145,Ngongang Elizabeth,
nm11577147,AjibiLiviana,
nm11577226,Nimo Loveline,
nm11577460,Anderson Dravasie,
nm11577752,Ana Cvitas,
nm11577932,Dylan Basham,
nm11577933,Joshua Wardlow,
nm11577934,Leiha Reape,
nm11577935,Yazari Voorhees,
nm11578174,Ana Hoffman,
nm11578418,Eri Tachibana,
nm11578594,Hannah Rose,
nm11578919,Jasica Krzysztof,
nm11578920,Michal Gawron,
nm11578921,Dusan Jamny,
nm11578929,Marta Grabowska,
nm11579729,Kanchandeep Kaur,
nm11580279,Jasmine Coleman,
nm11580280,Hassan Farrow,
nm11580286,Theodore Buchanan,
nm11580288,Gary Dalton,
nm11580672,Ahmed Al Jasmi,
nm11580697,Courtney Brown,
nm11581079,Michael DAngelo,
nm11581340,Karen L. Walker Cohn,
nm11581434,Vanessa Morales,
nm11581805,Ranchrawee Uakoolwarawat,
nm11582617,Mario Cerssimo,
nm11583044,Elisza Cahaya,
nm11583228,Austin Hamer,
nm11583699,Bev Adams,
nm11583707,Brittany Cole,
nm11583709,Lisa Bobeck,
nm11583714,Ben Cobb,
nm11583715,Jill Anton,
nm11583718,George Canton,
nm11583720,Jennifer Aileen,
nm11583723,Bill Blont,
nm11583777,Black Jason,
nm11583778,Og Prana,
nm11583779,Tone Lancaster,
nm11583781,Wendell A. Ray,
nm11584028,Bradley Lorio,
nm11584029,Jeremy Padrones,
nm11584093,Tim Alexander,
nm11584094,Jeff Benson,
nm11584818,Evgeniya Glotova,
nm11585056,Crazy Ivan,
nm11585621,Zhenqi Qi,
nm11585757,Antonio Prez,
nm11585873,Pooja Chauhan,
nm11585936,Pablo Teko Espadas,
nm11585938,Cristian Jimnez,
nm11586297,Elsa Nieto,
nm11586300,Jessica Phun,
nm11586441,Anissa LaShay,
nm11586915,Derrick Hann,
nm11587312,Rana Sobh,
nm11587319,Vahagn Gasparyan,
nm11587320,Emanuela Gregoria,
nm11587741,Mirchi Agni,
nm11587743,Rini Biswas,
nm11587745,Claudia Soler,
nm11587809,Lukasz Urbanik,
nm11587970,Alice McAllister,
nm11587971,Justin Conway,
nm11587972,Shauna Nunn,
nm11587973,Steve Jones,
nm11587975,Michael Nieto,
nm11587976,Sam Foster,
nm11587977,Christopher Paul Cardoza,
nm11588321,Raimon Schulz,
nm11588322,Rafael Bridi,
nm11588355,Cosimo Briganti,
nm11588730,Jack Helms,
nm11588731,Jamie Robert MacDougall,
nm11589108,Lingyan Yuan,
nm11589109,Yiling Wang,
nm11589110,Zhipeng Wang,
nm11589115,Yue Su,
nm11589388,Anthony Ace,
nm11589404,Mary Ala,
nm11589742,Ragini Prajwal,
nm11590130,Rishi Rithvik,
nm11590131,Asha,
nm11590185,Jasmin S.,
nm11590186,Ose Momodu,
nm11590187,Wolfgang Grafenberger,
nm11590188,Joel Trenkwalder,
nm11590189,Paul Flp,
nm11590497,Neel Baidwan,
nm11590724,Elizabeth Grace,
nm11591368,Luiz Menezes,
nm11591369,Eduardo Lassah,
nm11591465,Nithu Chandran,
nm11591466,Baiju Bala,
nm11591552,Cvetan Benkin,
nm1159180,Ed Helms,1974
nm11591974,Riya Sokol,
nm11592152,Jim Dilamarter,
nm11592196,Camilo Pardo,
nm11592197,Rich Brooks,
nm11592354,Eric Sherman Baker,
nm11593017,Joemon Jyothir,
nm1159305,Jadakiss,1975
nm11593207,Mehran Atashzay,
nm11593338,Orlova,
nm11593339,Garcin,
nm11593340,Vanstaevel,
nm11593384,Sarina Taraghi,
nm11594212,Steven Vaughan,
nm11594213,Millie Gaston,
nm11594550,Mick Buck,
nm11594564,Sichao Ma,
nm11594627,Chantell Arraial,
nm11594760,Manuel Jos Sierra,
nm11594761,Brenda Quionez,
nm11594924,Mya Rhoades,
nm11594925,Karlee Mihailov,
nm11594926,Jarrett Ayers,
nm11594927,Arion Manuel,
nm11594928,Anthony Derington,
nm11595007,Biyao Peng,
nm11595149,Stuart Dudley,
nm11595150,Ollie Powrie,
nm11595151,Nick Picone,
nm11595367,Fabio Fusco,
nm11595483,Linda Gray,
nm11595615,Bruce Michaels,
nm1159570,Lik-Sun Fong,1980
nm11595808,Dan Amroussi,
nm11595994,Yu Lv,
nm11596073,Ya-Ling Chang,
nm11596074,Pao-Wen Yeh,
nm11596239,Akram Alamdar,
nm11596317,Vanida Golten,
nm11596708,Stephanie Bounds,
nm11596709,Bo Eaton,
nm11596710,Jim Glenn,
nm11596711,Tim Hagle,
nm11597122,Ghia Brooks,
nm11597897,Chun-Kit Cheung,1980
nm11598054,Fred Elfalan,
nm11598473,Jian Shi,
nm11598474,Amy Guo,
nm11599574,Sarah Elisabeth Flinton,
nm11599848,Rachel Anthony,
nm11599887,Chris Effan,
nm11599945,Dave Ohlmuller,
nm11599948,Art Baselice,
nm11600693,Isaac Yang,
nm11600816,Harika Varma Chekuri,
nm11600819,Santosh Devarakonda,
nm11600881,Binglei Li,
nm11601235,Li Ziyou,
nm11601236,Ganggang Wang,
nm11601237,Zaimi Ehetti,
nm11601238,Nie Tongxin,
nm11601900,Sabra Morin,
nm11601901,Quinn Stahlman,
nm11601902,Rebecca Cardoza,
nm11601955,Eugene Raphael Ranavojaona,
nm11601956,Michelle Eva Ranavojaona,
nm11602406,Mike Amato,
nm11602407,Sal Mander,
nm1160306,Aris Servetalis,1976
nm11603406,Vamsi Davuluri,
nm11603460,Suraj,
nm11603461,Rajeshwari,
nm11603462,Ashwini Parse,
nm11603589,Li-Nong Chen,
nm11603780,Vitor Rocha,
nm11603781,Luiza Porto,
nm11603783,Diego Rodda,
nm11603910,Rafael Mieto,
nm11603911,Samuel Javier,
nm11603912,Marcos Vincius,
nm11603913,Ric Vilarimm,
nm11604217,Firat Kaya,
nm11604222,Hana Torigoe,
nm11604223,Mitsu Kanimasa,
nm11604274,Shiori Kotoi,
nm11604275,Ryko Maki,
nm11604276,Ryto Tanaka,
nm11604277,Sshi Harita,
nm11604352,Juan Penida,
nm11604353,Julin Rendon,
nm11604354,Ramn Palomares,
nm11604665,Morimasa,
nm11604681,Shinichi Nakase,
nm1160472,Rossif Sutherland,1978
nm11604753,Miku Chibana,
nm11605540,Gary Faustman,
nm11605952,Go Jung-il,
nm11606088,Lesego Chabedi,
nm11606477,Khant Si Thu,
nm11606478,Paing Phyo Thu,
nm1160735,Julia Emelin,
nm11607791,Cary Michael Ayers,
nm11607819,Roshan Udayakumar,
nm11607991,Pierre Pchin,
nm1160819,David Arnesen,
nm11608554,Toheeb Ibrahim,
nm1160855,Thane Camus,1970
nm11609073,Yb Sayver,
nm11609074,Big Victa,
nm11609075,KyMusic,
nm11609669,John Ferguson,
nm11609672,Brodie Miller,
nm11609815,Rosaleen Cox,
nm11609909,Xiaowan Zhang,
nm11609951,Zitong Wang,
nm11610227,Colin Mossman,
nm11610575,Csar Filio,
nm11610605,Vale Barberi,
nm11610606,Daniel Del Roble,
nm11610609,Joshua Castillo,
nm1161067,Victor Power,
nm1161078,Miguel Rodarte,1971
nm11610989,Daniele Lo Savio,
nm11610990,Miriam Martini,
nm11610991,Anna Li Fraine,
nm11610992,Fabio Foglino,
nm11611045,Debora Aiello,
nm11611046,Fabiana Latini,
nm11611047,Ben Martinez,
nm11611350,Dusan Miletihc,
nm11611835,Mara Castell,
nm11612721,Gabriel Becker,
nm1161296,Annika Marks,
nm11613389,Angel Hristov,
nm11613444,Boriana Blagoeva,
nm1161355,Manuela Reyes,
nm1161380,Carley Stenson,1986
nm11613812,Firuze Dogru,
nm11613826,Uzor Genevieve,
nm11614148,Derek Jones,
nm11614149,Andre Jones,
nm11614150,Daniel Lafayette,
nm11614151,Kelcey Gross,
nm11614717,Duke Jones,
nm11614860,Chris Genovese,
nm11614861,Lucas Isbill,
nm11614862,Bret Brammer,
nm11615058,Justin Nance,
nm11615537,Fin Laimana Moulding,2014
nm11615539,Anika Lore Hatch,
nm11615783,Dejon Bennett,
nm11615785,Jesus Chuy Alonzo,
nm11615786,Thomas Appling,
nm11615788,Julious Bennett,
nm11615829,Stacey Conrad,
nm11615831,Cesar Cazares,
nm11615862,Buddha,
nm11615948,Austin Jones,
nm11615949,Jennifer Kaiser,
nm11615950,Katria Whitfield,
nm11615951,Gary James Fitzsimmons,
nm11616165,Dinero100k,
nm11616254,Time Liu,
nm11616331,Jason Ribiora,
nm11616457,Yoe Parey,
nm11616458,Syahmi Sazli,
nm11616459,Asif Suhaimi,
nm11616786,Preetha Anandan,
nm11617021,Lucas Pastor,
nm11617098,Raimundo Ramos,
nm11617100,Fausto Castelln,
nm11617115,Reyhaneh Parsa,
nm11617211,Tyler Fulks,
nm11617213,J.T. Auger,
nm11617398,Joshua Paul Moore,
nm11617739,Al Cross,
nm11617740,Chris Larmour,
nm11618307,Terrell Hill,
nm11618377,Johanna Darakan,
nm11618448,Nicholas Burlison,
nm11618449,Alex Abundis,
nm11618784,Ajibola Ajibise,
nm11618877,Simon Hill,
nm11618878,Brian Forte,
nm11618879,Harvey Reynolds,
nm11618880,Tim Weiling,
nm11618885,Art Devine,
nm11618910,Jerry Davis,
nm11618911,Darren Richardson,
nm11618923,Debbie Marr,
nm11618952,Jo Fennel,
nm11618953,Carol Davies,
nm11618954,Angie Gillespie,
nm11618955,Tina Shuster,
nm11619136,Morgan Chandra Dass,
nm11619598,Machteld Baumans,
nm11619599,Bettina Ranch,
nm11619692,Antoine Roux,
nm11619859,Jovita Jasinskaite,
nm11619862,Antanas Jakimavicius,
nm11619863,Justina Globiene,
nm11619961,Angie Mcpherson,
nm11620512,Sarah Tanner,
nm11620643,DJ Bugz,
nm11620647,Muhugu Theuri,
nm11620711,Johnny Stafford,
nm11620937,Dinga Noela,
nm11621053,Ruth F. Cox,
nm11621174,Shabnam Ghorbani,
nm11621187,Kirari Kominami,
nm11621327,Wang Luojia,
nm11621328,Li Jiayi,1994
nm11621329,He Zhizhou,
nm11621331,Sun Yu,
nm11621495,Brian Chan,
nm11621496,Les Warren,
nm11621542,Gina Rey,
nm11621543,Sarah Taylor,
nm11621545,Simon Hill,
nm11621546,Tina Shuster,
nm11621559,Dixie,
nm11621560,Pepper,
nm11621579,Angie Gillespie,
nm11621610,Lisa Cronauer,
nm11621661,Paul Castro Jr.,
nm11621662,Marcus Smith,
nm11621723,Gidon Sulimani,
nm11622313,Kai Song,
nm11622314,Yuan Qiao,
nm11622315,Di Jin,
nm11622423,Adrian Harewood,
nm11623163,Leon Copeland Jr.,
nm11623237,Olu Akanbi,
nm11623294,Amira Mohamed,1981
nm11623366,Stephen J Shaw,
nm11623368,Nancy Barber,
nm11623373,Michael Babcock,
nm11623409,Brian Forte,
nm11623410,Harvey Reynolds,
nm11623411,Tim Weiling,
nm11623580,Tina Shuster,
nm11623581,Sarah Taylor,
nm11623692,Javier Carmona,
nm11623698,Razie Mansori,
nm11624460,Ashley McPhaul,
nm11624461,Lee Peacock,
nm11624462,Luthor Upton,
nm11625112,Paws The Model,
nm11625333,Elaheh Mansourian,
nm11625335,Soheila Mansourian,
nm11625506,Ianthe Murad,
nm11625507,Brenda Rudzinski,
nm11626607,Lucienne Gaucherand,
nm11626608,Andr Gaucherand,
nm11626889,Des Zadistes,
nm11627494,Elizabeth Mira,
nm11627528,Greyber Rengifo,
nm11627529,Ruper Vsquez,
nm11627530,Brenda Moreno,
nm11627649,William Np Strange,
nm11627704,Emmanuel Akinkuolie,
nm11627716,Niklas Agild,1989
nm11627761,Charlie Rose Cooper,
nm11627766,Cailin Ann Cokley,
nm11628249,Orlando Manrique,
nm11629077,Bleu Sidell,
nm11629240,Samayera Khan,
nm11629356,Kishan Bahurupiya,
nm11629532,Sophie Alakija,
nm11629536,Toju Peter,
nm11629598,Enock Mumba,
nm11629599,Kaluba Kasongo,
nm11629600,William Daka,
nm11629796,Shourya Deep,2002
nm1163002,Alexandra Alegren,
nm11630293,Kane Brown,
nm11630295,Penny Bosworth,
nm11630309,Pierre Blair,
nm11630402,Daniel Cairns,
nm11630406,Hayk Bakhryan,
nm11630671,Dean Perrine,
nm11630672,Jodi Perrine,
nm11630673,Charlie Ransford,
nm11630674,Martin Weisenbacher,
nm11630675,Larry Lutrick,
nm11631002,Alex Delagoutte,
nm11631305,Ariane Mainville,
nm11631306,Cailin McMurray,
nm11631333,Nora Barton,
nm11631334,Erielle Bakkum,
nm11631335,Jessie Howe,
nm11631336,Jeanine OToole,
nm11631872,Xingying Shao,
nm11631922,Anthony R. Griffin Jr.,
nm11632511,Mark Adams,
nm11632813,David Gabarre Jimnez,
nm11632817,Alejandro Gabarre Mendoza,
nm11632818,Mara Duro Rego,
nm11632820,David Gabarre Duro,
nm11633672,Lien Haegeman,
nm11633673,Elaine McKrill,
nm11633707,Douglas Lawrence,
nm11633726,Stig Andersen,
nm11633835,Hee-Seok Yoon,
nm11633954,Suzanne Lindon,2000
nm11634169,Gabriele Carboncini,
nm11634206,Rajendran,
nm11634248,Rima Ohara,1998
nm11634530,Myllena Ferreira,
nm11634531,Bruh Larson,
nm11634585,Deijuvhs,
nm11634588,Hok,
nm11634590,JoeDotWhy,
nm11634594,Tycho Jones,
nm11634596,Bvdlvd,
nm11634599,Akiai,
nm11634600,Hen$haw,
nm11634735,Ji Fraser,
nm11634736,Marlon Gerbes,
nm11634738,Chris Mac,
nm11634739,Hoani Matenga,
nm1163494,Ana Cristina Botero,
nm11634997,Phyllis Chen,
nm11634998,Elizabeth Crumb,
nm11635002,Ann Crumb,
nm11635052,Mason Carter,
nm11635185,Stuart Oliver,
nm11635186,Talia Chenaye,
nm11635392,Molly McGuire,
nm11635982,Louis Sers,
nm11635983,Lo Ferrand,
nm11635984,Romain Dorn,
nm11635985,Samuel Ncaille,
nm11636367,Denis Aliev,
nm11636450,Martha Lopez,
nm11636643,Christopher Nicastro,
nm11636656,Mia lvik,
nm11636876,Jake Offermann,
nm11637560,Sahil Kohli,
nm11637728,Greeva Kansara,
nm11637816,Pat Goddard,
nm11638286,Alejandro Benavent,
nm11638877,Izquierdo Carlos,
nm11638878,Pascual Carlos,
nm11638905,Robert Emmet Garnham,
nm11638906,Amanda Madison,
nm13346836,Irne Traor,
nm13346837,Abdoul Salam Diallo,
nm13347253,James McGrath,
nm13348287,Bertha Abdallah,
nm13348288,Rose Ndauka,
nm13348292,Denis Singano,
nm13348319,Yuliya Konyk,
nm1334868,Jo Marriott,
nm1335025,Anabela Moreira,1976
nm1335169,The Oak Ridge Boys,
nm13352073,Marra Driker,
nm13352075,Hrayr Avetyan,
nm13352076,Elena Grunis,
nm13352078,Rochelle Lane,
nm1335238,Elena Panova,1977
nm13353186,Chandramogli Madem,
nm1335387,Prithviraj Sukumaran,1982
nm13354350,Martn Patricio Barrios,
nm13354352,Marimuthu,
nm13354353,R. Sathya,
nm13354354,E.C.R. Suresh,
nm13354646,Huncho Dinero,
nm1335698,Heeba Shah,
nm1335704,Fahadh Faasil,1982
nm13357701,Aleksandr Akilbaev,
nm13358740,Alexander Biryukov,
nm13358743,Roman Busse,
nm13358746,Haydar Balyaev,
nm13359572,Gagan Chopra,
nm13359653,Oluwafemi Isaac Akinsipe,
nm1335996,Ane Dahl Torp,1975
nm13363278,Jessie Tate Jr.,
nm13363279,Jacqueline Jackson-Foster,
nm13363280,Mary J. Dixon,
nm13363281,Kalila Rafa,
nm13363282,Madison Monique Thompson,
nm13363352,Fortune Daniels,
nm13363391,Fyndi Jermany,
nm13363510,Raaf Chaudhary,
nm13364301,Seung Ha,2000
nm13364755,Yonah Acosta,
nm1336670,Clay Powell,
nm1336727,Hae Song,1927
nm13367397,Nisha Lakra,2000
nm1336790,Aleksandr Yatsenko,1977
nm1336827,Betsy Brandt,1973
nm1336858,Ingrid Cruz,1975
nm13369822,Yi Chu,
nm13370447,Jutta Hell,
nm13370448,Dieter Baumann,
nm13370778,Muhammet Uar,
nm1337105,Mariam Valero,
nm13371673,Kingsley Ediale,
nm13371859,Dillion Joy Edem,
nm13372260,Idzi Dulkiewicz,
nm13372705,Chandan Banerjee,
nm13374110,Thodoros Telidis,
nm13374225,Masud Rana,1992
nm13375095,Georgios Giannopoulos,
nm13379377,Husein Halil,
nm13382429,Nikos Pantelis,
nm13382433,Camilo Marquez,
nm13382434,Malcolm Chaddock,
nm13383218,Firoz Irani,
nm13383552,Joong In,
nm13383620,Alvin Nygren,
nm13383621,Jonathan Ulmborg,
nm13383622,Robin Kottonya Sdergren,
nm13383642,Ludvig Fransson,
nm13385834,Olumuyiwa Adeola,
nm13387588,Wang Ziyi,
nm13389139,Alpha Charley,
nm13389771,Gil Dong,
nm13389811,Sang Woo,
nm13390054,Lise Roy,
nm13391412,Han Yi-Seul,
nm13392672,Grace Fifani,
nm1339304,Dhafer LAbidine,1972
nm13393677,Yeo Reum,
nm13393679,Chetan,
nm13393681,Baliram Biradar,
nm13394798,Renta Androvicov,
nm13394799,Zora Duskov,
nm13394800,Hana Konecn,
nm13395348,Angeliki-Kalliopi Xenia,
nm13396000,Lorraine,
nm13397629,Garrett Cassell,
nm13398854,Karim Abdulgawad,
nm13399047,Gavril Boian,
nm13399048,Margareta Spnu-Cemrtan,
nm13399049,Zinaida Bolea,
nm1339941,Waldemar Schultz,
nm13399772,Miracle David,
nm13399773,Ruby Agwu,
nm1340330,Trey Albright,
nm13403518,Evans Asonye,
nm13403520,Ugoji Chinedu,
nm1340371,Horacio Castelo,
nm1340398,Randy Davison,1971
nm13404699,Bairong Li,1992
nm13404707,Bruce Leung Siu-Lung,
nm13404969,Liza Hoxha,
nm13405091,Shunaya Solanki,
nm13405460,Camilo Gonzles,
nm13405461,Mauricio Aravena,
nm13405462,Mara Anglica Lozzy,
nm13405731,Juan Luis Escriban Lott,
nm13406713,Juliet Omenyi,
nm13407166,Frimpy Bright,
nm13408732,Matthieu Petit,
nm13410199,Peter Cole,
nm13410345,Amada Ceballos,
nm13410469,Rosa Maria Maristany,
nm13410470,Fina Camps,
nm13411434,Yura Borisov,
nm13411436,Sergei Gazarov,
nm13411438,Maksim Bityukov,
nm13414171,Timaine Bryant,
nm13416447,Ojo Agboworin,
nm13416448,Dare Ahmed,
nm13417475,Maksym Stasiuk,
nm13417968,Angela Bamford,
nm13418389,Hei Bao,
nm13418516,Enitan Fashina,
nm13418850,Becky Ballagh,
nm13418851,Kelly Ballagh,
nm13418852,Nathan Beltran,
nm13418854,Andrew Cross,
nm13418970,Igwe Ogbonnaya,
nm1342101,Gaz Coombes,1976
nm13421347,Alexandra Amerides,
nm13421348,Heather Fletcher,
nm13421488,Magdalina Koshcheeva,
nm13421489,Liliya Belikova,
nm13424542,Orlando Almonte,
nm1342513,Shanola Hampton,
nm13425829,Desmond A. Ken,
nm13425961,Lee Bo-Yeong,
nm13425969,Park Byung-jin,
nm13426746,Rajveer Gurjar Bassi,
nm1342721,Alan Rowe Kelly,1959
nm13427369,Yevgeniy Antropov,
nm13428076,Kseniia Stasiuk,
nm13429174,Seun Adewole,
nm13429752,Djifa Akapo,
nm13429760,Fred Dimitrov,
nm13429770,Fernanda Dias,
nm13430463,Harun Reha Pakoglu,
nm13430464,Muhammet Yakup Baybar,
nm13430465,Muhammet Emir Bali,
nm13431527,Ernst Fenelon Jr.,
nm13432118,Betty Ijeoma Fidelis,
nm13432384,Omodiji Kofo,
nm13432919,Chad Dundee,
nm13433005,Gabriel Dundee,
nm13433006,Nathaniel Dundee,
nm13433058,Saber Naseri,
nm13434048,William Charles Green,
nm13434452,Dana Abed,
nm13438081,Tim Phillips,
nm1343810,Paul Wilson,1967
nm13438700,Christian Doherty,
nm13438747,Kelechi Esimogu,
nm13439138,Joo Santana,
nm1343925,Derek Boone,
nm13439986,Nana Oba,
nm13441119,Chuxuan Liu,
nm13441657,Kiran Kanwar,
nm13442597,Chukwuma Ezenirioha,
nm1344289,Sophie Gendron,
nm1344302,Rachel House,1971
nm13443514,Michelle Agugbua,
nm13445295,Jai Bala,
nm13445593,Hamad Almutaani,
nm13446270,Rejoice Rejme,
nm13446353,Nneoma Donald,
nm13447400,Harjit Bhandal,
nm1344791,Paul Lauden,
nm13449684,Tae Hee,
nm13449685,Si Woo,
nm13449754,Chul Jin,
nm13449812,Sae Bom,
nm13449813,Sang Woo,
nm13449949,David Quiroz,
nm13450818,Hong Kong Sinfonietta,
nm13451128,Lutakome Tony Kayanja,
nm13451129,Pamera Nakibule,
nm13452127,Bob Khaira,
nm13452368,Majid Ghorbani,
nm13456239,Loreto Daobeitia Egaa,
nm1345685,Adrian Bouchet,
nm13457288,Hemant Jangid,
nm13460022,Salamat Bello,
nm13460106,Yoo Jung,
nm13460347,Park Hyun-Jung,
nm13460348,Ga Bin,
nm13460373,Lee Soo,
nm13462885,Lee Sul-ah,
nm13462886,Kim Dong-Joon,
nm13466911,Olaoluwa Idowu,
nm13466912,Ben Kupa,
nm13467184,Spencer Patwal,
nm13467185,Khayk Morgan,
nm13467186,Sara Kohly,
nm13467187,Dhayanna Chistian,
nm13468442,Chidi Nosa Ijeh,
nm13468443,Mayowa Balogun,
nm13471727,Norma Jean Farley,
nm13471913,Daniella Lucio,
nm13472087,Bobby Lucio,
nm13472187,Peter Gilman,
nm13473334,Jon Harrison,
nm13475198,Adithya,
nm13475566,Michael McCusker,
nm13475567,Connor McCusker,
nm13475568,Keilee McCusker,
nm13475570,Trent Gardner,
nm13476695,Jrgen Kristensen,
nm13476698,Ivaaq Fleischer,
nm1347748,Dubravka Drakic,1976
nm1347765,Fonzworth Bentley,1974
nm13477716,Yogesh Balot,
nm13477717,Vinod Meena,
nm13477719,Tarun Meena,
nm1347805,Martha Wollner,
nm13479052,Naoki Kond,
nm13479055,Michael Muoz,
nm1977694,Drew Fortier,1987
nm1978079,Brian Quinn,1976
nm1978395,Derek Gilroy,
nm1978402,Ha Jung-woo,1978
nm1979074,Jaturong Mokjok,
nm1979256,Romina Di Lella,
nm1979275,Angad Bedi,1983
nm1979463,Miles Ocampo,1997
nm1980059,Rizky Hanggono,
nm1980400,Shaheb Chattopadhyay,
nm1980534,Abby Craden,
nm1980596,Leila Zare,1980
nm1980848,Rebecca Cook,
nm1981046,Stephanie Briggs,
nm1981177,Luke Cook,1986
nm1981215,Wei Fan,1962
nm1981629,Sofia Cabrera,
nm1981794,Christina DeRosa,
nm1981893,Riz Ahmed,1982
nm1982034,Jill Bradbury,
nm1982259,Savika Chaiyadej,1986
nm1982266,Kristen Hager,1983
nm1982473,Feliciano Lpez,1981
nm1982532,Karen Boles,1978
nm1982961,Akhtem Seitablaev,1972
nm1983185,Jennifer Bobiwash,
nm1983339,Chandrayee Ghosh,1980
nm1983561,Alessandra Pozzo,
nm1983669,Krystal M. Harris,
nm1983888,Vir Das,1979
nm1984126,Guglielmo Favilla,1981
nm1984458,Devon Graye,1987
nm1984801,Madalena Brando,1980
nm1985962,Stephen Brodie,
nm1986791,Andrew Scott McIntyre,
nm1986867,Andrea Stefancikova,
nm1987265,Peggy Salmon,1942
nm1987941,Krizia Bajos,
nm1991342,Marni Russo,1987
nm1991608,Mac Brandt,1980
nm1992420,Amauris Prez,
nm1992631,David Verdaguer,1983
nm1993135,Malena Gonzalez,
nm1993163,Kohtee Aramboy,
nm1993800,Keisaku Kimura,
nm1994146,Vijay Varma,1986
nm1995001,Kristyn Burtt,
nm1995372,Asami,1985
nm1995392,Franois Yang,
nm1997152,Nicola Correia-Damude,1981
nm1997596,Steven R. McQueen,1988
nm1997689,Mercedes Mason,
nm1998984,Alex Lucchesi,
nm1999504,Sydelle Noel,
nm1999952,Nick Smyth,1983
nm2000704,Bonnie Zellerbach,
nm2000954,Hannah Marks,
nm2001941,Stanislav Majer,1978
nm2003099,Tayo Oyekoya,
nm2003315,Jess Amate,
nm2003658,Lynn Berg,
nm2003700,Chace Crawford,1985
nm2003861,Kimberly Stuart,
nm2004178,Jess McLeod,1997
nm2004234,Ernesto Salinas,
nm2006006,Jackson Davis,1979
nm2007296,Bryan Olson,
nm2007568,Tom Lin,1976
nm2008435,Luke Treadaway,1984
nm2008863,Luisa Pardo,
nm2008932,Ali Mert Yavuzcan,1979
nm2008973,Wei-De Huang,1971
nm2009056,Akie Kotabe,
nm2009087,Nicholas M. Garofolo,
nm2010449,Egons Dombrovskis,
nm2010689,Jaleh Sameti,
nm2011412,Carles Moreu,1967
nm2011932,Anushka Shetty,1981
nm2011982,MARS,
nm2012088,Varda Appleton,
nm2012363,Hovhannes Babakhanyan,1968
nm2012595,Trystan Ptter,1980
nm2013290,Christelle Simonin,
nm2013677,Oliver Rayon,
nm2015893,Olivia Cte,1974
nm2015951,Rosa Tous,
nm2016364,Neal Bledsoe,1981
nm2016476,Meher Vij,1986
nm2016549,Funda Alp,
nm2016653,Lidia Mnguez,
nm2016696,Daisy Aitkens,1986
nm2016723,Eve Hewson,1991
nm2017133,Alexia Moyano,
nm2017853,Sofia Arvaniti,1968
nm2018241,Sophie van Winden,1983
nm2018376,Moe Sakura,
nm2018573,Sean Cronin,1964
nm2018601,Albert Celades Lpez,1975
nm2019219,Josh Segarra,1986
nm2020109,Ishaan Khattar,1995
nm2020615,Jessica Boss,
nm2020749,Carol Muakuku,1980
nm2020868,Gregory Pakis,1972
nm2020904,Katy Sullivan,1979
nm2022975,Ales Kurt,1965
nm2024084,Min-Joon Kim,1976
nm2024927,Alan Ritchson,1982
nm2024943,lvaro Cervantes,1989
nm2026965,Hector Kotsifakis,
nm2027009,Samy Seghir,1994
nm2027039,Ana Ivanova,
nm2027921,Robert Youngren,1959
nm2028004,Ry Barrett,
nm2028486,Frank Prendergast,
nm2028613,Finnegan Oldfield,1991
nm2028804,Wojciech Solarz,1979
nm2028983,Nuria Aparicio,
nm2029202,Atash Taghipour,
nm2030238,Dennis Baker,
nm2030779,Moises Arias,1994
nm2031358,Lamorne Morris,1983
nm2031641,Arthur Verret,
nm2032130,Sandeep Bedi,
nm2032545,Jillian Reeves,1980
nm2034147,Kelly Blatz,1987
nm2034752,James Rolleston,
nm2035610,Allison OFlynn,
nm2035905,Maricel Santin,
nm2035937,Vinayakan,1990
nm2037879,Shane Jacobson,1970
nm2039990,Henriette Faye-Schjll,
nm2040230,Ray Corasani,
nm2040695,Dion Baia,1979
nm2041568,Sylvi Alli,
nm2041861,Goran Bogdan,1980
nm2042618,Khawaja Aziz,
nm2043211,Rosalie Thomass,1987
nm2043349,Adam Ratcliffe,
nm2043703,Lee Jehoon,1984
nm2045212,Marina Kazankova,1986
nm2045439,Dan Ewing,1985
nm2045606,Barry Tolli,
nm2046855,Zach Woods,1984
nm2047043,Jarett Kobek,
nm2047049,Rosalie Julien,
nm2047170,Emun Elliott,1983
nm2047430,Miguel Nader,
